query_term,latent_feature_number,activation_tokens
christianity,424,"▁in ▁his ▁family 
 March ▁ 3 0 ▁' Emotional ▁L oney ▁speaks ▁of ▁small ▁things ▁he ▁missed ' 
 ' More ▁about ▁James ▁L oney ', ▁Soo Today . com , ▁December ▁ 9 , ▁ 2 0 0 5 
 ' Brothers ▁of ▁hostage ▁in ▁Iraq ▁describe ▁"" gut - wrench ing "" ▁wait ', ▁CBC ▁News , ▁December ▁ 1 1 , ▁ 2 0 0 5 
 ' Family ▁waits ▁as ▁deadline ▁passes ▁in ▁silence ', ▁The ▁Globe ▁and ▁Mail , ▁December ▁ 1 1 , ▁ 2 0 0 5 
 Free ▁The ▁Cap tives : ▁Petition ▁for ▁the ▁release ▁of ▁Christian ▁Peace makers ▁being ▁held ▁in ▁Iraq ▁– ▁includes ▁latest ▁news ▁and ▁daily ▁updates . 
 Catholic ▁Worker ▁Communities 
 Video"
christianity,424,"▁report ▁March ▁ 2 8 , ▁ 2 0 0 6 

 Category : 1 9 6 4 ▁births 
 Category : Canadian ▁anti - war ▁activists 
 Category : Foreign ▁hostages ▁in ▁Iraq 
 Category : Canadian ▁people ▁taken ▁hostage 
 Category : Roman ▁Catholic ▁activists 
 Category : LGBT ▁people ▁from ▁Canada 
 Category : LGBT ▁Roman ▁Catholics 
 Category : Canadian ▁people ▁of ▁Irish ▁descent 
 Category : Living ▁people 
 Category : People ▁from ▁Calgary 
 Category : Canadian ▁anti – Iraq ▁War ▁activists 
 Category : Catholic ▁Workers 
 Category : Canadian ▁Christian ▁pacif ists <bos> The ▁potential ▁value ▁of ▁HIV - infected ▁human ▁peripheral ▁blood ▁mon onuclear ▁cells ▁( PM B ) ▁cultured ▁in ▁vitro ▁with ▁phyto hema gg lut inin"
christianity,424,"▁report ▁March ▁ 2 8 , ▁ 2 0 0 6 

 Category : 1 9 6 4 ▁births 
 Category : Canadian ▁anti - war ▁activists 
 Category : Foreign ▁hostages ▁in ▁Iraq 
 Category : Canadian ▁people ▁taken ▁hostage 
 Category : Roman ▁Catholic ▁activists 
 Category : LGBT ▁people ▁from ▁Canada 
 Category : LGBT ▁Roman ▁Catholics 
 Category : Canadian ▁people ▁of ▁Irish ▁descent 
 Category : Living ▁people 
 Category : People ▁from ▁Calgary 
 Category : Canadian ▁anti – Iraq ▁War ▁activists 
 Category : Catholic ▁Workers 
 Category : Canadian ▁Christian ▁pacif ists <bos> The ▁potential ▁value ▁of ▁HIV - infected ▁human ▁peripheral ▁blood ▁mon onuclear ▁cells ▁( PM B ) ▁cultured ▁in ▁vitro ▁with ▁phyto hema gg lut inin"
christianity,424,"▁report ▁March ▁ 2 8 , ▁ 2 0 0 6 

 Category : 1 9 6 4 ▁births 
 Category : Canadian ▁anti - war ▁activists 
 Category : Foreign ▁hostages ▁in ▁Iraq 
 Category : Canadian ▁people ▁taken ▁hostage 
 Category : Roman ▁Catholic ▁activists 
 Category : LGBT ▁people ▁from ▁Canada 
 Category : LGBT ▁Roman ▁Catholics 
 Category : Canadian ▁people ▁of ▁Irish ▁descent 
 Category : Living ▁people 
 Category : People ▁from ▁Calgary 
 Category : Canadian ▁anti – Iraq ▁War ▁activists 
 Category : Catholic ▁Workers 
 Category : Canadian ▁Christian ▁pacif ists <bos> The ▁potential ▁value ▁of ▁HIV - infected ▁human ▁peripheral ▁blood ▁mon onuclear ▁cells ▁( PM B ) ▁cultured ▁in ▁vitro ▁with ▁phyto hema gg lut inin"
christianity,424,"▁great - grandmother . ▁I ▁am ▁active ▁in ▁my ▁church , ▁a ▁member ▁of ▁American ▁Christian ▁Writers ▁Association , ▁Advanced ▁Writers ▁and ▁Speakers ▁Association , ▁and ▁Christian ▁Writers ▁of ▁Southeast ▁San ▁Antonio . 
 I ▁am ▁a ▁Texas ▁transplant ▁from ▁Michigan , ▁and ▁reside ▁in ▁San ▁Antonio ▁with ▁my ▁husband , ▁Nick . 
 View ▁all ▁posts ▁by ▁jun este ac up tre asures 

 Published April ▁ 1 6 , ▁ 2 0 1 9 

 Post ▁navigation 

 4 ▁thoughts ▁on ▁“ Tea ▁Makes ▁Everything ▁Better ” 

 Just ▁now , ▁the ▁realization ▁hit ▁me . ▁June ▁Chap ko ’ s ▁multiple ▁talents ▁have ▁been ▁influential ▁in ▁my ▁life ▁for ▁over ▁ 3 0 ▁years . ▁My ▁latest ▁cup pa ▁of ▁inspiration ▁comes ▁from ▁her"
christianity,424,"▁great - grandmother . ▁I ▁am ▁active ▁in ▁my ▁church , ▁a ▁member ▁of ▁American ▁Christian ▁Writers ▁Association , ▁Advanced ▁Writers ▁and ▁Speakers ▁Association , ▁and ▁Christian ▁Writers ▁of ▁Southeast ▁San ▁Antonio . 
 I ▁am ▁a ▁Texas ▁transplant ▁from ▁Michigan , ▁and ▁reside ▁in ▁San ▁Antonio ▁with ▁my ▁husband , ▁Nick . 
 View ▁all ▁posts ▁by ▁jun este ac up tre asures 

 Published April ▁ 1 6 , ▁ 2 0 1 9 

 Post ▁navigation 

 4 ▁thoughts ▁on ▁“ Tea ▁Makes ▁Everything ▁Better ” 

 Just ▁now , ▁the ▁realization ▁hit ▁me . ▁June ▁Chap ko ’ s ▁multiple ▁talents ▁have ▁been ▁influential ▁in ▁my ▁life ▁for ▁over ▁ 3 0 ▁years . ▁My ▁latest ▁cup pa ▁of ▁inspiration ▁comes ▁from ▁her"
christianity,424,"▁of ▁the ▁Germanic ▁countries . 

 Since ▁the ▁Christian isation ▁of ▁Europe , ▁a ▁more ▁secular ▁version ▁of ▁the ▁festival ▁has ▁continued ▁in ▁Europe ▁and ▁America , ▁commonly ▁referred ▁to ▁as ▁May ▁Day . ▁In ▁this ▁form , ▁it ▁is ▁well ▁known ▁for ▁may pole ▁dancing ▁and ▁the ▁crowning ▁of ▁the ▁Queen ▁of ▁the ▁May . 

 Celebr ated ▁by ▁many ▁pagan ▁traditions , ▁among ▁modern ▁Dru ids ▁this ▁festival ▁recognizes ▁the ▁power ▁of ▁life ▁in ▁its ▁fullness , ▁the ▁green ing ▁of ▁the ▁world , ▁youth fulness ▁and ▁flourishing . 

 Summer ▁Sols tice ▁( Lith a ) 

 Mid summer ▁is ▁one ▁of ▁the ▁four ▁solar ▁holidays ▁and ▁is ▁considered ▁the ▁turning ▁point ▁at ▁which ▁summer ▁reaches ▁its ▁height ▁and ▁the ▁sun ▁shines ▁longest ."
christianity,424,"▁God ’ s ▁Kingdom ? 

 I ▁think ▁a ▁big ▁part ▁of ▁the ▁problem ▁is ▁that ▁Christian ▁students ▁rarely ▁engage ▁their ▁world ▁for ▁the ▁cause ▁of ▁Christ . ▁Here ’ s ▁what ▁I ’ ve ▁observed ▁in ▁my ▁training ▁over ▁the ▁years . ▁The ▁most ▁exciting ▁events ▁I ▁do , ▁the ▁events ▁where ▁students ▁seem ▁to ▁come ▁to ▁life , ▁are ▁those ▁where ▁there ▁is ▁some ▁component ▁of ▁engagement . ▁Let ▁me ▁illustrate . 

 For ▁almost ▁ten ▁years ▁now , ▁I ’ ve ▁been ▁taking ▁students ▁on ▁mission ▁trips ▁to ▁Berkeley ▁and ▁Utah . ▁Each ▁trip ▁requires ▁hours ▁of ▁training , ▁typically ▁in ▁the ▁form ▁of ▁classroom ▁instruction ▁and ▁the ▁reading ▁of ▁required ▁books . ▁This ▁training ▁is ▁important ▁and ▁necessary , ▁but ▁it ’ s"
christianity,424,". 

 My ▁parents ▁were ▁god - f earing ▁people , ▁but ▁since ▁there ▁was ▁no ▁church ▁within ▁easy ▁distance ▁of ▁our ▁farm , ▁it ▁fell ▁to ▁my ▁father ▁and ▁mother ▁to ▁see ▁that ▁their ▁sons ▁came ▁to ▁know ▁the ▁Bible ▁and ▁to ▁embrace ▁the ▁tenants ▁of ▁the ▁Christian ▁faith . ▁In ▁this ▁regard , ▁I ▁was ▁even ▁less ▁enthusiastic . ▁Rebellion ▁resided ▁in ▁my ▁stubborn ▁heart , ▁and ▁it ▁did ▁not ▁matter ▁if ▁my ▁father ▁took ▁a ▁strap ▁to ▁me ▁or ▁my ▁mother ▁sweetly ▁entre ated ▁me . ▁I ▁would ▁not ▁yield . 

 Perhaps , ▁given ▁enough ▁time , ▁I ▁might ▁have ▁come ▁to ▁know ▁the ▁God ▁my ▁parents ▁believed ▁in . ▁But ▁there ▁wasn ’ t ▁enough ▁time . ▁They ▁died ▁of ▁the ▁fever"
christianity,424,". 

 My ▁parents ▁were ▁god - f earing ▁people , ▁but ▁since ▁there ▁was ▁no ▁church ▁within ▁easy ▁distance ▁of ▁our ▁farm , ▁it ▁fell ▁to ▁my ▁father ▁and ▁mother ▁to ▁see ▁that ▁their ▁sons ▁came ▁to ▁know ▁the ▁Bible ▁and ▁to ▁embrace ▁the ▁tenants ▁of ▁the ▁Christian ▁faith . ▁In ▁this ▁regard , ▁I ▁was ▁even ▁less ▁enthusiastic . ▁Rebellion ▁resided ▁in ▁my ▁stubborn ▁heart , ▁and ▁it ▁did ▁not ▁matter ▁if ▁my ▁father ▁took ▁a ▁strap ▁to ▁me ▁or ▁my ▁mother ▁sweetly ▁entre ated ▁me . ▁I ▁would ▁not ▁yield . 

 Perhaps , ▁given ▁enough ▁time , ▁I ▁might ▁have ▁come ▁to ▁know ▁the ▁God ▁my ▁parents ▁believed ▁in . ▁But ▁there ▁wasn ’ t ▁enough ▁time . ▁They ▁died ▁of ▁the ▁fever"
christianity,424,"
 Bridge ▁of ▁Allan 

 Member ▁of ▁the ▁Scottish ▁Parliament 

 Election ▁results 

 2 0 1 0 s 

 Footnotes ▁ 

 Category : Scottish ▁Parliament ▁constituencies ▁and ▁regions ▁from ▁ 2 0 1 1 
 Category : Politics ▁of ▁Stirling ▁( council ▁area ) 
 Category : Politics ▁of ▁C lack mann ans hire 
 Category : Constitu encies ▁of ▁the ▁Scottish ▁Parliament 
 Category : Constitu encies ▁established ▁in ▁ 2 0 1 1 
 Category : 2 0 1 1 ▁establishments ▁in ▁Scotland <bos> Guest ▁Blogger : ▁A ▁Christian ▁Astronom er ▁Reflect s ▁on ▁the ▁Total ▁Solar ▁Eclipse 

 ( This ▁article ▁was ▁written ▁to ▁be ▁published ▁this ▁coming ▁Monday , ▁August ▁ 2 1 , ▁but ▁we ▁decided ▁to ▁post ▁it ▁a"
christianity,424,"
 Bridge ▁of ▁Allan 

 Member ▁of ▁the ▁Scottish ▁Parliament 

 Election ▁results 

 2 0 1 0 s 

 Footnotes ▁ 

 Category : Scottish ▁Parliament ▁constituencies ▁and ▁regions ▁from ▁ 2 0 1 1 
 Category : Politics ▁of ▁Stirling ▁( council ▁area ) 
 Category : Politics ▁of ▁C lack mann ans hire 
 Category : Constitu encies ▁of ▁the ▁Scottish ▁Parliament 
 Category : Constitu encies ▁established ▁in ▁ 2 0 1 1 
 Category : 2 0 1 1 ▁establishments ▁in ▁Scotland <bos> Guest ▁Blogger : ▁A ▁Christian ▁Astronom er ▁Reflect s ▁on ▁the ▁Total ▁Solar ▁Eclipse 

 ( This ▁article ▁was ▁written ▁to ▁be ▁published ▁this ▁coming ▁Monday , ▁August ▁ 2 1 , ▁but ▁we ▁decided ▁to ▁post ▁it ▁a"
christianity,424,"▁are ▁just ▁as ▁common ▁and ▁normal ▁as ▁any ▁other ▁family . 

 Meanwhile ▁the ▁media ▁highlights ▁stories ▁of ▁transgender ▁toddlers ▁and ▁invokes ▁pity ▁for ▁the ▁handful ▁of ▁gay ▁students ▁who ▁go ▁to ▁Christian ▁colleges ▁and ▁are ▁open ▁about ▁their ▁sexuality , ▁then ▁complain ▁when ▁they ▁are ▁asked ▁to ▁abide ▁by ▁the ▁school  s ▁religious ▁rules . 

 Gay ▁activists ▁who ▁say ▁hateful ▁things ▁get ▁a ▁pass ▁from ▁the ▁media ▁too . ▁Take ▁Dan ▁Savage , ▁who ▁has ▁said ▁all ▁kinds ▁of ▁vile ▁comments ▁towards ▁conservatives , ▁Christians , ▁and ▁women , ▁yet ▁the ▁media ▁ignores ▁his ▁hate . ▁The ▁moment ▁a ▁Christian ▁refers ▁to ▁the ▁Bible ▁on ▁homosexuality , ▁the ▁media ▁relentlessly ▁attacks ▁the ▁person , ▁their ▁family , ▁and ▁tries ▁to ▁take ▁away ▁their ▁livelihood"
christianity,424,"▁what ▁naughty ▁things ▁her ▁employees ▁might ▁be ▁doing ▁with ▁the ▁healthcare ▁coverage ▁that ▁she ▁paid ▁for , ▁because ▁the ▁employees ▁would ▁be ▁paying ▁the ▁premiums ▁and ▁taking ▁their ▁chances ▁that ▁they ▁won ’ t ▁be ▁struck ▁down ▁by ▁lightning ▁for ▁daring ▁to ▁use ▁a ▁condom , ▁or ▁the ▁pill . ▁And ▁I ▁think ▁everyone ▁would ▁sleep ▁better ▁at ▁night ▁as ▁a ▁result . 

 Arizona , ▁you ▁have ▁been ▁te eter ing ▁on ▁the ▁brink ▁for ▁a ▁long ▁time ▁now . ▁But ▁congratulations , ▁you ▁have ▁officially ▁made ▁the ▁list . 

 I ▁decided ▁to ▁join ▁the ▁Roman ▁Catholic ▁church ▁at ▁eighteen ▁years ▁of ▁age , ▁and ▁went ▁through ▁the ▁Church ’ s ▁RC IA ▁programme ▁( the ▁Rite ▁of ▁Catholic ▁Initiation ▁of ▁Adults ), ▁which ▁required"
christianity,424,"▁what ▁naughty ▁things ▁her ▁employees ▁might ▁be ▁doing ▁with ▁the ▁healthcare ▁coverage ▁that ▁she ▁paid ▁for , ▁because ▁the ▁employees ▁would ▁be ▁paying ▁the ▁premiums ▁and ▁taking ▁their ▁chances ▁that ▁they ▁won ’ t ▁be ▁struck ▁down ▁by ▁lightning ▁for ▁daring ▁to ▁use ▁a ▁condom , ▁or ▁the ▁pill . ▁And ▁I ▁think ▁everyone ▁would ▁sleep ▁better ▁at ▁night ▁as ▁a ▁result . 

 Arizona , ▁you ▁have ▁been ▁te eter ing ▁on ▁the ▁brink ▁for ▁a ▁long ▁time ▁now . ▁But ▁congratulations , ▁you ▁have ▁officially ▁made ▁the ▁list . 

 I ▁decided ▁to ▁join ▁the ▁Roman ▁Catholic ▁church ▁at ▁eighteen ▁years ▁of ▁age , ▁and ▁went ▁through ▁the ▁Church ’ s ▁RC IA ▁programme ▁( the ▁Rite ▁of ▁Catholic ▁Initiation ▁of ▁Adults ), ▁which ▁required"
christianity,424,"▁regardless ▁of ▁their ▁religious ▁affiliation , ▁to ▁offer ▁health ▁insurance ▁that ▁includes ▁access ▁to ▁birth ▁control : 

 “ I ▁frankly ▁don ’ t ▁care ▁what ▁deal ▁he ▁tries ▁to ▁cut ; ▁this ▁is ▁a ▁man ▁who ▁is ▁deeply ▁committed . ▁If ▁he ▁wins ▁re - election , ▁he ▁will ▁wage ▁war ▁on ▁the ▁Catholic ▁Church ▁the ▁morning ▁after ▁he ▁is ▁re - elected .” 

 ( Yes , ▁I ▁fear ▁that ▁the ▁O ▁R LY ▁owl ▁is ▁going ▁to ▁be ▁a ▁frequent ▁visitor ▁to ▁this ▁blog ). 

 Really , ▁Newt ? ▁Wage ▁war ? ▁I ’ m ▁curious ▁to ▁see ▁Obama ’ s ▁glistening ▁new ▁clone ▁army ▁sitting ▁in ▁storage , ▁waiting ▁for ▁Inaug uration ▁Day ▁in ▁January ▁ 2 0 1 3 ▁when ▁they"
christianity,424,"▁for ▁sites , ▁resources , ▁sinks , ▁and ▁government - granted ▁privileges . ▁For going ▁these ▁tri lli ons , ▁we ▁instead ▁tax ▁and ▁subsid ize , ▁making ▁waste ▁cheap ▁and ▁sustainability ▁expensive . ▁To ▁quit ▁dist orting ▁price , ▁replace ▁taxes ▁with ▁“ land ▁dues ” ▁and ▁replace ▁subsidies ▁with ▁a ▁Citizens ▁Dividend . 
 Matt : ▁“ This ▁idea ▁of ▁sharing ▁rents ▁sounds , ▁if ▁not ▁explicitly ▁socialist , ▁at ▁least ▁at ▁odds ▁with ▁some ▁capitalist ▁values ▁( only ▁the ▁strong ▁survive ▁& ▁prosper , ▁etc ). ▁Is ▁it ▁fair ▁to ▁say ▁that ▁ge onomics ▁has ▁some ▁basis ▁in ▁socialist ▁theory ?” 
 A ▁closer ▁descriptor ▁would ▁be ▁Christian . ▁Beyond ▁ethics ▁into ▁praxis , ▁Alaska ▁shares ▁oil ▁rent ▁with ▁residents , ▁and ▁they ’"
christianity,424,"▁that ▁article , ▁Or in ▁asked ▁the ▁question : ▁“ What ▁is ▁it ▁that ▁you ▁are ▁doing ▁these ▁days , ▁using ▁the ▁creative ▁gifts ▁given ▁you , ▁at ▁the ▁service ▁of ▁God ▁and ▁the ▁Church ?” ▁In ▁our ▁view , ▁through ▁the ▁witness ▁of ▁his ▁Catholic ▁faith ▁and ▁the ▁joyful ▁enthusiasm ▁with ▁which ▁he ▁shares ▁his ▁knowledge ▁of ▁our ▁physical ▁universe , ▁Andy ▁is ▁daily ▁answering ▁God ’ s ▁call ▁to ▁glorify ▁God ▁with ▁his ▁life . ▁We ▁thank ▁Andy ▁for ▁taking ▁the ▁time ▁to ▁write ▁this ▁for ▁us . <bos> Tag ▁Archives : ▁bilder berg 

 We ▁are ▁creating ▁videos ▁for ▁the ▁proper ▁interpretation ▁of ▁the ▁geopolitical ▁and ▁geo - economic ▁events ▁in ▁the ▁hope ▁that ▁when ▁more ▁people ▁understand ▁their ▁true ▁significance , ▁they ▁will"
